"COVID-19-Associated Hospitalization Rates (per 100,000 population) for the COVID-NET Network (downloaded on "Aug-09-2020)
Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Entire Network,EIP,2020,2020,25,30-39 yr,65.7,3.2
Georgia,EIP,2020,2020,25,30-39 yr,67.4,6.7
Connecticut,EIP,2020,2020,25,30-39 yr,114.6,0
Entire Network,COVID-NET,2020,2020,25,30-39 yr,61.4,3.1
California,EIP,2020,2020,26,30-39 yr,28,3.4
Colorado,EIP,2020,2020,26,30-39 yr,76.7,2.1
Entire Network,COVID-NET,2020,2020,26,30-39 yr,65.8,4.5
Connecticut,EIP,2020,2020,26,30-39 yr,116.1,1.6
Entire Network,EIP,2020,2020,26,30-39 yr,70.4,4.7
Georgia,EIP,2020,2020,26,30-39 yr,82.2,14.8
Iowa,IHSP,2020,2020,26,30-39 yr,152,6.3
Entire Network,IHSP,2020,2020,26,30-39 yr,37.3,3
Maryland,EIP,2020,2020,26,30-39 yr,134.1,3.4
Michigan,IHSP,2020,2020,26,30-39 yr,32.8,0
Minnesota,EIP,2020,2020,26,30-39 yr,62.5,3.7
Tennessee,EIP,2020,2020,26,30-39 yr,53.1,3.8
Utah,IHSP,2020,2020,26,30-39 yr,49.9,7.1
New Mexico,EIP,2020,2020,26,30-39 yr,43.9,3.5
New York,EIP,2020,2020,26,30-39 yr,24.6,1.1
Ohio,IHSP,2020,2020,26,30-39 yr,26.5,1.9
Oregon,EIP,2020,2020,26,30-39 yr,13.6,2.3
Tennessee,EIP,2020,2020,27,30-39 yr,59.2,6.1
Utah,IHSP,2020,2020,27,30-39 yr,57,7.1
Oregon,EIP,2020,2020,27,30-39 yr,14.6,1
Ohio,IHSP,2020,2020,27,30-39 yr,29.4,2.8
New Mexico,EIP,2020,2020,27,30-39 yr,49.7,5.8
New York,EIP,2020,2020,27,30-39 yr,26.1,1.5
Minnesota,EIP,2020,2020,27,30-39 yr,65.1,2.6
California,EIP,2020,2020,27,30-39 yr,31,3.1
Colorado,EIP,2020,2020,27,30-39 yr,78.6,1.9
Connecticut,EIP,2020,2020,27,30-39 yr,116.9,0.8
Entire Network,EIP,2020,2020,27,30-39 yr,75.6,5.2
Entire Network,COVID-NET,2020,2020,27,30-39 yr,70.8,5
Michigan,IHSP,2020,2020,27,30-39 yr,34.1,1.3
Entire Network,IHSP,2020,2020,27,30-39 yr,40.9,3.6
Maryland,EIP,2020,2020,27,30-39 yr,138.2,4.1
Iowa,IHSP,2020,2020,27,30-39 yr,152,0
Georgia,EIP,2020,2020,27,30-39 yr,99.8,17.6
Tennessee,EIP,2020,2020,28,30-39 yr,64.9,5.7
Utah,IHSP,2020,2020,28,30-39 yr,65.3,8.2
Entire Network,IHSP,2020,2020,28,30-39 yr,44.5,3.6
Maryland,EIP,2020,2020,28,30-39 yr,142.9,4.7
Michigan,IHSP,2020,2020,28,30-39 yr,34.1,0
Minnesota,EIP,2020,2020,28,30-39 yr,67.4,2.4
New Mexico,EIP,2020,2020,28,30-39 yr,53.8,4.1
New York,EIP,2020,2020,28,30-39 yr,26.5,0.4
Ohio,IHSP,2020,2020,28,30-39 yr,32.2,2.8
Oregon,EIP,2020,2020,28,30-39 yr,18.6,4
California,EIP,2020,2020,28,30-39 yr,36.7,5.6
Colorado,EIP,2020,2020,28,30-39 yr,81,2.3
Entire Network,COVID-NET,2020,2020,28,30-39 yr,76.9,6.1
Connecticut,EIP,2020,2020,28,30-39 yr,119.2,2.3
Entire Network,EIP,2020,2020,28,30-39 yr,82.2,6.6
Georgia,EIP,2020,2020,28,30-39 yr,122.3,22.5
Iowa,IHSP,2020,2020,28,30-39 yr,152,0
Utah,IHSP,2020,2020,29,30-39 yr,69.6,4.4
Oregon,EIP,2020,2020,29,30-39 yr,20.9,2.3
Tennessee,EIP,2020,2020,29,30-39 yr,72.8,8
Ohio,IHSP,2020,2020,29,30-39 yr,34.7,2.5
California,EIP,2020,2020,29,30-39 yr,41.8,5.1
Colorado,EIP,2020,2020,29,30-39 yr,85,4
New York,EIP,2020,2020,29,30-39 yr,28.3,1.8
Minnesota,EIP,2020,2020,29,30-39 yr,70.4,3
New Mexico,EIP,2020,2020,29,30-39 yr,56.7,2.9
Michigan,IHSP,2020,2020,29,30-39 yr,35.4,1.3
Maryland,EIP,2020,2020,29,30-39 yr,149.2,6.3
Iowa,IHSP,2020,2020,29,30-39 yr,152,0
Entire Network,IHSP,2020,2020,29,30-39 yr,47.2,2.7
Georgia,EIP,2020,2020,29,30-39 yr,139.8,17.4
Entire Network,EIP,2020,2020,29,30-39 yr,88.6,6.4
Entire Network,COVID-NET,2020,2020,29,30-39 yr,82.8,5.9
Connecticut,EIP,2020,2020,29,30-39 yr,121.6,2.3
Utah,IHSP,2020,2020,30,30-39 yr,77.3,7.7
Oregon,EIP,2020,2020,30,30-39 yr,22.2,1.3
Tennessee,EIP,2020,2020,30,30-39 yr,80,7.2
Minnesota,EIP,2020,2020,30,30-39 yr,73.2,2.8
New Mexico,EIP,2020,2020,30,30-39 yr,60.8,4.1
New York,EIP,2020,2020,30,30-39 yr,29.1,0.7
Ohio,IHSP,2020,2020,30,30-39 yr,36.3,1.6
Entire Network,COVID-NET,2020,2020,30,30-39 yr,87.3,4.5
Connecticut,EIP,2020,2020,30,30-39 yr,125.5,3.9
Entire Network,EIP,2020,2020,30,30-39 yr,93.2,4.7
Georgia,EIP,2020,2020,30,30-39 yr,148.5,8.7
Iowa,IHSP,2020,2020,30,30-39 yr,158.3,6.3
Entire Network,IHSP,2020,2020,30,30-39 yr,50.4,3.1
Maryland,EIP,2020,2020,30,30-39 yr,155.4,6.2
Michigan,IHSP,2020,2020,30,30-39 yr,36.1,0.7
California,EIP,2020,2020,30,30-39 yr,46.6,4.8
Colorado,EIP,2020,2020,30,30-39 yr,87.1,2.1
Utah,IHSP,2020,2020,31,30-39 yr,82.3,4.9
Tennessee,EIP,2020,2020,31,30-39 yr,84.6,4.6
Ohio,IHSP,2020,2020,31,30-39 yr,37.3,0.9
Oregon,EIP,2020,2020,31,30-39 yr,22.9,0.7
New York,EIP,2020,2020,31,30-39 yr,31.3,2.2
New Mexico,EIP,2020,2020,31,30-39 yr,62.6,1.8
Michigan,IHSP,2020,2020,31,30-39 yr,38,2
Minnesota,EIP,2020,2020,31,30-39 yr,73.4,0.2
Maryland,EIP,2020,2020,31,30-39 yr,160.3,5
Entire Network,IHSP,2020,2020,31,30-39 yr,52.6,2.2
Georgia,EIP,2020,2020,31,30-39 yr,151.1,2.6
Iowa,IHSP,2020,2020,31,30-39 yr,158.3,0
Entire Network,EIP,2020,2020,31,30-39 yr,96.1,2.8
Connecticut,EIP,2020,2020,31,30-39 yr,127.8,2.3
Colorado,EIP,2020,2020,31,30-39 yr,89.8,2.7
Entire Network,COVID-NET,2020,2020,31,30-39 yr,90,2.7
California,EIP,2020,2020,31,30-39 yr,49.8,3.2
California,EIP,2020,2020,32,30-39 yr,null,null
Colorado,EIP,2020,2020,32,30-39 yr,null,null
Entire Network,COVID-NET,2020,2020,32,30-39 yr,null,null
Connecticut,EIP,2020,2020,32,30-39 yr,null,null
Entire Network,EIP,2020,2020,32,30-39 yr,null,null
Georgia,EIP,2020,2020,32,30-39 yr,null,null
Iowa,IHSP,2020,2020,32,30-39 yr,null,null
Entire Network,IHSP,2020,2020,32,30-39 yr,null,null
Maryland,EIP,2020,2020,32,30-39 yr,null,null
Michigan,IHSP,2020,2020,32,30-39 yr,null,null
Minnesota,EIP,2020,2020,32,30-39 yr,null,null
New Mexico,EIP,2020,2020,32,30-39 yr,null,null
New York,EIP,2020,2020,32,30-39 yr,null,null
Ohio,IHSP,2020,2020,32,30-39 yr,null,null
Utah,IHSP,2020,2020,32,30-39 yr,null,null
Oregon,EIP,2020,2020,32,30-39 yr,null,null
Tennessee,EIP,2020,2020,32,30-39 yr,null,null
Utah,IHSP,2020,2020,33,30-39 yr,null,null
Tennessee,EIP,2020,2020,33,30-39 yr,null,null
Oregon,EIP,2020,2020,33,30-39 yr,null,null
New York,EIP,2020,2020,33,30-39 yr,null,null
Ohio,IHSP,2020,2020,33,30-39 yr,null,null
New Mexico,EIP,2020,2020,33,30-39 yr,null,null
Minnesota,EIP,2020,2020,33,30-39 yr,null,null
Maryland,EIP,2020,2020,33,30-39 yr,null,null
Michigan,IHSP,2020,2020,33,30-39 yr,null,null
Entire Network,COVID-NET,2020,2020,33,30-39 yr,null,null
California,EIP,2020,2020,33,30-39 yr,null,null
Colorado,EIP,2020,2020,33,30-39 yr,null,null
Entire Network,IHSP,2020,2020,33,30-39 yr,null,null
Iowa,IHSP,2020,2020,33,30-39 yr,null,null
Entire Network,EIP,2020,2020,33,30-39 yr,null,null
Georgia,EIP,2020,2020,33,30-39 yr,null,null
Connecticut,EIP,2020,2020,33,30-39 yr,null,null
Michigan,IHSP,2020,2020,34,30-39 yr,null,null
Minnesota,EIP,2020,2020,34,30-39 yr,null,null
New Mexico,EIP,2020,2020,34,30-39 yr,null,null
New York,EIP,2020,2020,34,30-39 yr,null,null
Ohio,IHSP,2020,2020,34,30-39 yr,null,null
Oregon,EIP,2020,2020,34,30-39 yr,null,null
Tennessee,EIP,2020,2020,34,30-39 yr,null,null
Utah,IHSP,2020,2020,34,30-39 yr,null,null
California,EIP,2020,2020,34,30-39 yr,null,null
Colorado,EIP,2020,2020,34,30-39 yr,null,null
Entire Network,COVID-NET,2020,2020,34,30-39 yr,null,null
Connecticut,EIP,2020,2020,34,30-39 yr,null,null
Entire Network,EIP,2020,2020,34,30-39 yr,null,null
Georgia,EIP,2020,2020,34,30-39 yr,null,null
Iowa,IHSP,2020,2020,34,30-39 yr,null,null
Entire Network,IHSP,2020,2020,34,30-39 yr,null,null
Maryland,EIP,2020,2020,34,30-39 yr,null,null
Tennessee,EIP,2020,2020,35,30-39 yr,null,null
Utah,IHSP,2020,2020,35,30-39 yr,null,null
Oregon,EIP,2020,2020,35,30-39 yr,null,null
Ohio,IHSP,2020,2020,35,30-39 yr,null,null
New Mexico,EIP,2020,2020,35,30-39 yr,null,null
New York,EIP,2020,2020,35,30-39 yr,null,null
California,EIP,2020,2020,35,30-39 yr,null,null
Minnesota,EIP,2020,2020,35,30-39 yr,null,null
Michigan,IHSP,2020,2020,35,30-39 yr,null,null
Entire Network,IHSP,2020,2020,35,30-39 yr,null,null
Maryland,EIP,2020,2020,35,30-39 yr,null,null
Iowa,IHSP,2020,2020,35,30-39 yr,null,null
Georgia,EIP,2020,2020,35,30-39 yr,null,null
Connecticut,EIP,2020,2020,35,30-39 yr,null,null
Entire Network,EIP,2020,2020,35,30-39 yr,null,null
Entire Network,COVID-NET,2020,2020,35,30-39 yr,null,null
Colorado,EIP,2020,2020,35,30-39 yr,null,null
Ohio,IHSP,2020,2020,36,30-39 yr,null,null
Oregon,EIP,2020,2020,36,30-39 yr,null,null
Tennessee,EIP,2020,2020,36,30-39 yr,null,null
Utah,IHSP,2020,2020,36,30-39 yr,null,null
Georgia,EIP,2020,2020,36,30-39 yr,null,null
Iowa,IHSP,2020,2020,36,30-39 yr,null,null
Entire Network,IHSP,2020,2020,36,30-39 yr,null,null
Maryland,EIP,2020,2020,36,30-39 yr,null,null
Michigan,IHSP,2020,2020,36,30-39 yr,null,null
Minnesota,EIP,2020,2020,36,30-39 yr,null,null
New Mexico,EIP,2020,2020,36,30-39 yr,null,null
New York,EIP,2020,2020,36,30-39 yr,null,null
California,EIP,2020,2020,36,30-39 yr,null,null
Colorado,EIP,2020,2020,36,30-39 yr,null,null
Entire Network,COVID-NET,2020,2020,36,30-39 yr,null,null
Connecticut,EIP,2020,2020,36,30-39 yr,null,null
Entire Network,EIP,2020,2020,36,30-39 yr,null,null
Utah,IHSP,2020,2020,37,30-39 yr,null,null
Oregon,EIP,2020,2020,37,30-39 yr,null,null
Tennessee,EIP,2020,2020,37,30-39 yr,null,null
Ohio,IHSP,2020,2020,37,30-39 yr,null,null
New York,EIP,2020,2020,37,30-39 yr,null,null
Minnesota,EIP,2020,2020,37,30-39 yr,null,null
New Mexico,EIP,2020,2020,37,30-39 yr,null,null
Michigan,IHSP,2020,2020,37,30-39 yr,null,null
Maryland,EIP,2020,2020,37,30-39 yr,null,null
Iowa,IHSP,2020,2020,37,30-39 yr,null,null
Entire Network,IHSP,2020,2020,37,30-39 yr,null,null
Georgia,EIP,2020,2020,37,30-39 yr,null,null
Entire Network,EIP,2020,2020,37,30-39 yr,null,null
California,EIP,2020,2020,37,30-39 yr,null,null
Entire Network,COVID-NET,2020,2020,37,30-39 yr,null,null
Connecticut,EIP,2020,2020,37,30-39 yr,null,null
Colorado,EIP,2020,2020,37,30-39 yr,null,null
California,EIP,2020,2020,38,30-39 yr,null,null
Colorado,EIP,2020,2020,38,30-39 yr,null,null
Entire Network,COVID-NET,2020,2020,38,30-39 yr,null,null
Connecticut,EIP,2020,2020,38,30-39 yr,null,null
Entire Network,EIP,2020,2020,38,30-39 yr,null,null
Georgia,EIP,2020,2020,38,30-39 yr,null,null
Iowa,IHSP,2020,2020,38,30-39 yr,null,null
Entire Network,IHSP,2020,2020,38,30-39 yr,null,null
Maryland,EIP,2020,2020,38,30-39 yr,null,null
Michigan,IHSP,2020,2020,38,30-39 yr,null,null
Minnesota,EIP,2020,2020,38,30-39 yr,null,null
New Mexico,EIP,2020,2020,38,30-39 yr,null,null
New York,EIP,2020,2020,38,30-39 yr,null,null
Ohio,IHSP,2020,2020,38,30-39 yr,null,null
Oregon,EIP,2020,2020,38,30-39 yr,null,null
Tennessee,EIP,2020,2020,38,30-39 yr,null,null
Utah,IHSP,2020,2020,38,30-39 yr,null,null
Utah,IHSP,2020,2020,39,30-39 yr,null,null
Tennessee,EIP,2020,2020,39,30-39 yr,null,null
Ohio,IHSP,2020,2020,39,30-39 yr,null,null
Oregon,EIP,2020,2020,39,30-39 yr,null,null
New York,EIP,2020,2020,39,30-39 yr,null,null
New Mexico,EIP,2020,2020,39,30-39 yr,null,null
Michigan,IHSP,2020,2020,39,30-39 yr,null,null
Minnesota,EIP,2020,2020,39,30-39 yr,null,null
Maryland,EIP,2020,2020,39,30-39 yr,null,null
Entire Network,IHSP,2020,2020,39,30-39 yr,null,null
California,EIP,2020,2020,39,30-39 yr,null,null
Georgia,EIP,2020,2020,39,30-39 yr,null,null
Iowa,IHSP,2020,2020,39,30-39 yr,null,null
Entire Network,EIP,2020,2020,39,30-39 yr,null,null
Connecticut,EIP,2020,2020,39,30-39 yr,null,null
Colorado,EIP,2020,2020,39,30-39 yr,null,null
Entire Network,COVID-NET,2020,2020,39,30-39 yr,null,null
Utah,IHSP,2020,2020,10,40-49 yr,0,0
Tennessee,EIP,2020,2020,10,40-49 yr,0,0
Oregon,EIP,2020,2020,10,40-49 yr,0,0
Ohio,IHSP,2020,2020,10,40-49 yr,0,0
New York,EIP,2020,2020,10,40-49 yr,0,0
New Mexico,EIP,2020,2020,10,40-49 yr,0,0
Minnesota,EIP,2020,2020,10,40-49 yr,0,0
Michigan,IHSP,2020,2020,10,40-49 yr,0,0
Maryland,EIP,2020,2020,10,40-49 yr,0.1,0.1
Entire Network,IHSP,2020,2020,10,40-49 yr,0,0
Iowa,IHSP,2020,2020,10,40-49 yr,0,0
Georgia,EIP,2020,2020,10,40-49 yr,0.2,0.2
Entire Network,EIP,2020,2020,10,40-49 yr,0.1,0.1
Connecticut,EIP,2020,2020,10,40-49 yr,0,0
Entire Network,COVID-NET,2020,2020,10,40-49 yr,0.1,0.1
Colorado,EIP,2020,2020,10,40-49 yr,0,0
California,EIP,2020,2020,10,40-49 yr,0.4,0.4
Utah,IHSP,2020,2020,11,40-49 yr,0.7,0.7
Tennessee,EIP,2020,2020,11,40-49 yr,0.9,0.9
Ohio,IHSP,2020,2020,11,40-49 yr,0,0
New York,EIP,2020,2020,11,40-49 yr,0,0
Oregon,EIP,2020,2020,11,40-49 yr,0.4,0.4
Entire Network,IHSP,2020,2020,11,40-49 yr,0.2,0.2
Michigan,IHSP,2020,2020,11,40-49 yr,0,0
Maryland,EIP,2020,2020,11,40-49 yr,0.5,0.4
Minnesota,EIP,2020,2020,11,40-49 yr,0,0
New Mexico,EIP,2020,2020,11,40-49 yr,0,0
Entire Network,COVID-NET,2020,2020,11,40-49 yr,0.7,0.6
Connecticut,EIP,2020,2020,11,40-49 yr,0,0
Georgia,EIP,2020,2020,11,40-49 yr,2.9,2.8
Entire Network,EIP,2020,2020,11,40-49 yr,0.8,0.7
Iowa,IHSP,2020,2020,11,40-49 yr,0,0
Colorado,EIP,2020,2020,11,40-49 yr,0.5,0.5
California,EIP,2020,2020,11,40-49 yr,0.8,0.4
Utah,IHSP,2020,2020,12,40-49 yr,2,1.3
Tennessee,EIP,2020,2020,12,40-49 yr,1.7,0.9
Oregon,EIP,2020,2020,12,40-49 yr,3.1,2.7
Ohio,IHSP,2020,2020,12,40-49 yr,0.7,0.7
New York,EIP,2020,2020,12,40-49 yr,1.6,1.6
New Mexico,EIP,2020,2020,12,40-49 yr,0,0
Minnesota,EIP,2020,2020,12,40-49 yr,1.6,1.6
Michigan,IHSP,2020,2020,12,40-49 yr,3.5,3.5
Maryland,EIP,2020,2020,12,40-49 yr,2.6,2.1
Entire Network,IHSP,2020,2020,12,40-49 yr,1.7,1.6
Iowa,IHSP,2020,2020,12,40-49 yr,0,0
Georgia,EIP,2020,2020,12,40-49 yr,11.6,8.6
Entire Network,EIP,2020,2020,12,40-49 yr,4.5,3.6
Connecticut,EIP,2020,2020,12,40-49 yr,5,5
Entire Network,COVID-NET,2020,2020,12,40-49 yr,4.1,3.3
Colorado,EIP,2020,2020,12,40-49 yr,7.3,6.8
California,EIP,2020,2020,12,40-49 yr,3.6,2.8
Utah,IHSP,2020,2020,13,40-49 yr,3.3,1.3
Tennessee,EIP,2020,2020,13,40-49 yr,11.2,9.5
Minnesota,EIP,2020,2020,13,40-49 yr,3.6,2.1
New York,EIP,2020,2020,13,40-49 yr,6.1,4.4
New Mexico,EIP,2020,2020,13,40-49 yr,1.4,1.4
Ohio,IHSP,2020,2020,13,40-49 yr,5.2,4.4
Oregon,EIP,2020,2020,13,40-49 yr,6.2,3.1
Georgia,EIP,2020,2020,13,40-49 yr,29.4,17.8
Iowa,IHSP,2020,2020,13,40-49 yr,0,0
Maryland,EIP,2020,2020,13,40-49 yr,12,9.4
Entire Network,IHSP,2020,2020,13,40-49 yr,8.3,6.6
Michigan,IHSP,2020,2020,13,40-49 yr,20.2,16.7
Entire Network,COVID-NET,2020,2020,13,40-49 yr,12.8,8.7
Entire Network,EIP,2020,2020,13,40-49 yr,13.5,9
Connecticut,EIP,2020,2020,13,40-49 yr,30,25
Colorado,EIP,2020,2020,13,40-49 yr,20.3,13
California,EIP,2020,2020,13,40-49 yr,7.9,4.3
Georgia,EIP,2020,2020,14,40-49 yr,38.7,9.3
Entire Network,EIP,2020,2020,14,40-49 yr,22,8.5
Connecticut,EIP,2020,2020,14,40-49 yr,61.6,31.6
Entire Network,COVID-NET,2020,2020,14,40-49 yr,20.9,8.1
Colorado,EIP,2020,2020,14,40-49 yr,36.2,15.9
California,EIP,2020,2020,14,40-49 yr,12.6,4.7
Utah,IHSP,2020,2020,14,40-49 yr,6,2.7
Tennessee,EIP,2020,2020,14,40-49 yr,15.9,4.7
Oregon,EIP,2020,2020,14,40-49 yr,8.5,2.3
Ohio,IHSP,2020,2020,14,40-49 yr,7.7,2.6
New York,EIP,2020,2020,14,40-49 yr,11.7,5.7
New Mexico,EIP,2020,2020,14,40-49 yr,2.7,1.4
Minnesota,EIP,2020,2020,14,40-49 yr,7.6,3.9
Michigan,IHSP,2020,2020,14,40-49 yr,36.2,16
Maryland,EIP,2020,2020,14,40-49 yr,22.7,10.7
Entire Network,IHSP,2020,2020,14,40-49 yr,14.2,5.9
Iowa,IHSP,2020,2020,14,40-49 yr,0,0
Utah,IHSP,2020,2020,15,40-49 yr,11.3,5.3
Ohio,IHSP,2020,2020,15,40-49 yr,11.1,3.3
Tennessee,EIP,2020,2020,15,40-49 yr,21.5,5.6
Oregon,EIP,2020,2020,15,40-49 yr,10,1.5
Connecticut,EIP,2020,2020,15,40-49 yr,84.9,23.3
Entire Network,COVID-NET,2020,2020,15,40-49 yr,29.1,8.2
Entire Network,EIP,2020,2020,15,40-49 yr,30.6,8.7
Georgia,EIP,2020,2020,15,40-49 yr,44.8,6.1
Entire Network,IHSP,2020,2020,15,40-49 yr,19.9,5.7
Iowa,IHSP,2020,2020,15,40-49 yr,21.8,21.8
Maryland,EIP,2020,2020,15,40-49 yr,39.5,16.8
Michigan,IHSP,2020,2020,15,40-49 yr,45.3,9.1
New Mexico,EIP,2020,2020,15,40-49 yr,3.4,0.7
Minnesota,EIP,2020,2020,15,40-49 yr,10.7,3.1
New York,EIP,2020,2020,15,40-49 yr,17,5.3
California,EIP,2020,2020,15,40-49 yr,16,3.4
Colorado,EIP,2020,2020,15,40-49 yr,52.6,16.4
Utah,IHSP,2020,2020,16,40-49 yr,18.6,7.3
Tennessee,EIP,2020,2020,16,40-49 yr,28.8,7.3
Oregon,EIP,2020,2020,16,40-49 yr,13.1,3.1
Ohio,IHSP,2020,2020,16,40-49 yr,15.9,4.8
New York,EIP,2020,2020,16,40-49 yr,18.6,1.6
New Mexico,EIP,2020,2020,16,40-49 yr,7.5,4.1
Minnesota,EIP,2020,2020,16,40-49 yr,14.8,4.2
Michigan,IHSP,2020,2020,16,40-49 yr,55.7,10.5
Maryland,EIP,2020,2020,16,40-49 yr,58.1,18.6
Entire Network,IHSP,2020,2020,16,40-49 yr,26.9,7.1
Iowa,IHSP,2020,2020,16,40-49 yr,36.3,14.5
Georgia,EIP,2020,2020,16,40-49 yr,50.3,5.5
Entire Network,EIP,2020,2020,16,40-49 yr,39.9,9.3
Connecticut,EIP,2020,2020,16,40-49 yr,111.5,26.6
Entire Network,COVID-NET,2020,2020,16,40-49 yr,38.1,9
Colorado,EIP,2020,2020,16,40-49 yr,70,17.4
California,EIP,2020,2020,16,40-49 yr,18.6,2.6
Utah,IHSP,2020,2020,17,40-49 yr,26.5,8
Iowa,IHSP,2020,2020,17,40-49 yr,65.3,29
Georgia,EIP,2020,2020,17,40-49 yr,56.4,6.1
Entire Network,IHSP,2020,2020,17,40-49 yr,31.6,4.7
Maryland,EIP,2020,2020,17,40-49 yr,78.6,20.5
Minnesota,EIP,2020,2020,17,40-49 yr,20.6,5.7
Michigan,IHSP,2020,2020,17,40-49 yr,59.2,3.5
New Mexico,EIP,2020,2020,17,40-49 yr,15,7.5
New York,EIP,2020,2020,17,40-49 yr,21,2.4
Oregon,EIP,2020,2020,17,40-49 yr,15,1.9
Ohio,IHSP,2020,2020,17,40-49 yr,18.1,2.2
Tennessee,EIP,2020,2020,17,40-49 yr,33.1,4.3
California,EIP,2020,2020,17,40-49 yr,20.9,2.4
Entire Network,COVID-NET,2020,2020,17,40-49 yr,46.9,8.8
Colorado,EIP,2020,2020,17,40-49 yr,85.9,15.9
Connecticut,EIP,2020,2020,17,40-49 yr,134,22.5
Entire Network,EIP,2020,2020,17,40-49 yr,49.4,9.5
Utah,IHSP,2020,2020,18,40-49 yr,29.8,3.3
Tennessee,EIP,2020,2020,18,40-49 yr,41.3,8.2
Oregon,EIP,2020,2020,18,40-49 yr,16.5,1.5
Ohio,IHSP,2020,2020,18,40-49 yr,22.1,4.1
New York,EIP,2020,2020,18,40-49 yr,23.1,2
New Mexico,EIP,2020,2020,18,40-49 yr,21.1,6.1
Minnesota,EIP,2020,2020,18,40-49 yr,29.9,9.4
Michigan,IHSP,2020,2020,18,40-49 yr,60.6,1.4
Maryland,EIP,2020,2020,18,40-49 yr,100.7,22.2
Entire Network,IHSP,2020,2020,18,40-49 yr,35.7,4.1
Iowa,IHSP,2020,2020,18,40-49 yr,108.9,43.5
Georgia,EIP,2020,2020,18,40-49 yr,60.5,4.1
Entire Network,EIP,2020,2020,18,40-49 yr,59,9.6
Connecticut,EIP,2020,2020,18,40-49 yr,151.5,17.5
Entire Network,COVID-NET,2020,2020,18,40-49 yr,55.8,8.8
Colorado,EIP,2020,2020,18,40-49 yr,97.4,11.5
California,EIP,2020,2020,18,40-49 yr,24.1,3.2
Utah,IHSP,2020,2020,19,40-49 yr,34.5,4.6
Oregon,EIP,2020,2020,19,40-49 yr,16.9,0.4
Tennessee,EIP,2020,2020,19,40-49 yr,47.7,6.5
Michigan,IHSP,2020,2020,19,40-49 yr,64.1,3.5
Maryland,EIP,2020,2020,19,40-49 yr,122.3,21.5
Minnesota,EIP,2020,2020,19,40-49 yr,39.3,9.4
New Mexico,EIP,2020,2020,19,40-49 yr,27.2,6.1
Ohio,IHSP,2020,2020,19,40-49 yr,26.6,4.4
New York,EIP,2020,2020,19,40-49 yr,25.9,2.8
Connecticut,EIP,2020,2020,19,40-49 yr,165.6,14.1
Georgia,EIP,2020,2020,19,40-49 yr,63.8,3.3
Entire Network,EIP,2020,2020,19,40-49 yr,68,9.1
Iowa,IHSP,2020,2020,19,40-49 yr,123.4,14.5
Entire Network,IHSP,2020,2020,19,40-49 yr,40.2,4.5
Colorado,EIP,2020,2020,19,40-49 yr,107.3,9.9
California,EIP,2020,2020,19,40-49 yr,28.7,4.5
Entire Network,COVID-NET,2020,2020,19,40-49 yr,64.2,8.4
Maryland,EIP,2020,2020,20,40-49 yr,140.1,17.8
Entire Network,IHSP,2020,2020,20,40-49 yr,42,1.7
Iowa,IHSP,2020,2020,20,40-49 yr,123.4,0
Georgia,EIP,2020,2020,20,40-49 yr,70.2,6.4
Entire Network,EIP,2020,2020,20,40-49 yr,76.4,8.3
Connecticut,EIP,2020,2020,20,40-49 yr,182.2,16.6
Entire Network,COVID-NET,2020,2020,20,40-49 yr,71.6,7.4
Colorado,EIP,2020,2020,20,40-49 yr,116.9,9.6
California,EIP,2020,2020,20,40-49 yr,32.2,3.6
Utah,IHSP,2020,2020,20,40-49 yr,37.1,2.7
Tennessee,EIP,2020,2020,20,40-49 yr,52.5,4.7
Oregon,EIP,2020,2020,20,40-49 yr,17.3,0.4
Ohio,IHSP,2020,2020,20,40-49 yr,28.4,1.8
New York,EIP,2020,2020,20,40-49 yr,28.3,2.4
New Mexico,EIP,2020,2020,20,40-49 yr,34,6.8
Minnesota,EIP,2020,2020,20,40-49 yr,46.3,7
Michigan,IHSP,2020,2020,20,40-49 yr,64.8,0.7
Utah,IHSP,2020,2020,21,40-49 yr,43.1,6
New York,EIP,2020,2020,21,40-49 yr,30.7,2.4
New Mexico,EIP,2020,2020,21,40-49 yr,39.4,5.4
Ohio,IHSP,2020,2020,21,40-49 yr,33.2,4.8
Oregon,EIP,2020,2020,21,40-49 yr,18.5,1.2
Tennessee,EIP,2020,2020,21,40-49 yr,59.8,7.3
Colorado,EIP,2020,2020,21,40-49 yr,122.6,5.7
Entire Network,COVID-NET,2020,2020,21,40-49 yr,79.1,7.5
Entire Network,EIP,2020,2020,21,40-49 yr,84.4,8
Connecticut,EIP,2020,2020,21,40-49 yr,190.6,8.3
Georgia,EIP,2020,2020,21,40-49 yr,75.5,5.4
Iowa,IHSP,2020,2020,21,40-49 yr,137.9,14.5
Maryland,EIP,2020,2020,21,40-49 yr,157.1,17
Entire Network,IHSP,2020,2020,21,40-49 yr,46.4,4.5
Michigan,IHSP,2020,2020,21,40-49 yr,66.2,1.4
Minnesota,EIP,2020,2020,21,40-49 yr,60.4,14.1
California,EIP,2020,2020,21,40-49 yr,34,1.8
Utah,IHSP,2020,2020,22,40-49 yr,47.7,4.6
Tennessee,EIP,2020,2020,22,40-49 yr,63.7,3.9
Oregon,EIP,2020,2020,22,40-49 yr,19.6,1.2
