OBJECTID,DATE,COUNTY,FACILITY_NAME,Staff_Private,Residents_Private,Staff_Public,Patients_Public,Inmates_Public,Youth_Public
5846,2020/05/20 14:00:00+00,Prince George's,Largo Nursing & Rehabilitation Center,11,21,,,,
5847,2020/05/20 14:00:00+00,Prince George's,Larkin Chase Center,25,80,,,,
5848,2020/05/20 14:00:00+00,Prince George's,Patuxent River Health and Rehabilitation Center,20,22,,,,
5849,2020/05/20 14:00:00+00,Prince George's,Prince George's County Jail,,,34,19,,
5850,2020/05/20 14:00:00+00,Prince George's,Riderwood Village - Arbor Ridge,59,76,,,,
5851,2020/05/20 14:00:00+00,Prince George's,Sacred Heart Home Inc,4,6,,,,
5852,2020/05/20 14:00:00+00,Prince George's,The W Assisted LIving,0,5,,,,
5853,2020/05/20 14:00:00+00,Prince George's,Villa Rosa Nursing & Rehabilitation Center,4,21,,,,
5854,2020/05/20 14:00:00+00,Queen Anne's,Corsica Hills Center,5,2,,,,
5855,2020/05/20 14:00:00+00,Somerset,Eastern Correctional Institution,,,2,,0,
5856,2020/05/20 14:00:00+00,Somerset,Eastern Correctional Institution Annex,,,1,,0,
5857,2020/05/20 14:00:00+00,Somerset,Manokin Rehab and Healthcare Services,0,1,,,,
5858,2020/05/20 14:00:00+00,Somerset,Somerset County Detention Center,,,2,0,,
5859,2020/05/20 14:00:00+00,St. Mary's,Charlotte Hall Veterans Home,45,92,,,,
5860,2020/05/20 14:00:00+00,St. Mary's,Chesapeake Shores,6,2,,,,
5861,2020/05/20 14:00:00+00,St. Mary's,Southern Maryland Pre-Release Unit,,,1,,0,
5862,2020/05/20 14:00:00+00,St. Mary's,St. Mary's County Detention Center,,,1,0,,
5863,2020/05/20 14:00:00+00,Talbot,Bayleigh Chase,1,0,,,,
5864,2020/05/20 14:00:00+00,Washington,Homewood Hilltop,1,5,,,,
5865,2020/05/20 14:00:00+00,Washington,Maryland Correctional Institution Hagerstown,,,1,,0,
5866,2020/05/20 14:00:00+00,Washington,Maryland Correctional Training Center,,,3,,0,
5867,2020/05/20 14:00:00+00,Washington,Ravenwood Nursing Care Center,2,0,,,,
5868,2020/05/20 14:00:00+00,Washington,Roxbury Correctional Institution,,,0,,1,
5869,2020/05/20 14:00:00+00,Washington,Sterling Care South Mountain,4,21,,,,
5870,2020/05/20 14:00:00+00,Wicomico,Anchorage Healthcare Center,5,25,,,,
5871,2020/05/20 14:00:00+00,Wicomico,Salisbury Rehabilitation and Nursing Center,8,45,,,,
5872,2020/05/20 14:00:00+00,Wicomico,Sterling Care at Harbor Point,1,0,,,,
5873,2020/05/20 14:00:00+00,Wicomico,Wicomico Detention Center,,,1,0,,
5874,2020/05/20 14:00:00+00,Worcester,Berlin Nursing and Rehabilitation Center,19,45,,,,
5875,2020/05/20 14:00:00+00,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),1,0,,,,
5876,2020/05/20 14:00:00+00,Worcester,Signature Healthcare at Mallard Bay,1,0,,,,
5877,2020/05/27 14:00:00+00,Allegany,Cumberland Healthcare Center,34,85,,,,
5878,2020/05/27 14:00:00+00,Allegany,Moran Manor Nursing and Rehabilitation Center,0,1,,,,
5879,2020/05/27 14:00:00+00,Allegany,North Branch Correctional Institution,,,1,,0,
5880,2020/05/27 14:00:00+00,Allegany,Sterling Care Frostburg Village,1,2,,,,
5881,2020/05/27 14:00:00+00,Allegany,The Thomas B. Finan Center,,,0,1,,
5882,2020/05/27 14:00:00+00,Allegany,Western Correctional Institution,,,2,,0,
5883,2020/05/27 14:00:00+00,Anne Arundel,Anne Arundel Detention Center Jennifer Road,,,1,0,,
5884,2020/05/27 14:00:00+00,Anne Arundel,Atria Manresa,3,12,,,,
5885,2020/05/27 14:00:00+00,Anne Arundel,Baywoods of Annapolis,5,2,,,,
5886,2020/05/27 14:00:00+00,Anne Arundel,Crofton Care and Rehabilitation,9,45,,,,
5887,2020/05/27 14:00:00+00,Anne Arundel,Dorsey Run Correctional Facility,,,32,,14,
5888,2020/05/27 14:00:00+00,Anne Arundel,Fairfield Nursing and Rehabilitation Center,28,34,,,,
5889,2020/05/27 14:00:00+00,Anne Arundel,FutureCare Chesapeake,51,80,,,,
5890,2020/05/27 14:00:00+00,Anne Arundel,Genesis Hammonds Lane,0,1,,,,
5891,2020/05/27 14:00:00+00,Anne Arundel,Genesis Severna Park,3,8,,,,
5892,2020/05/27 14:00:00+00,Anne Arundel,Genesis Waugh Chapel,17,57,,,,
5893,2020/05/27 14:00:00+00,Anne Arundel,Ginger Cove,29,16,,,,
5894,2020/05/27 14:00:00+00,Anne Arundel,Glen Burnie Health and Rehabilitation Center,3,17,,,,
5895,2020/05/27 14:00:00+00,Anne Arundel,Heritage Harbour Health and Rehabilitation Center,9,32,,,,
5896,2020/05/27 14:00:00+00,Anne Arundel,Inspiration Memory Care Linthicum,8,22,,,,
5897,2020/05/27 14:00:00+00,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),,,51,,48,
5898,2020/05/27 14:00:00+00,Anne Arundel,Marley Neck Health and Rehabilitation Center,8,24,,,,
5899,2020/05/27 14:00:00+00,Anne Arundel,Maryland Correctional Institution - Jessup,,,16,,11,
5900,2020/05/27 14:00:00+00,Anne Arundel,Maryland Correctional Institution for Women,,,39,,15,
5901,2020/05/27 14:00:00+00,Anne Arundel,Morningside House of Friendship,2,0,,,,
5902,2020/05/27 14:00:00+00,Anne Arundel,North Arundel Health and Rehabilitation Center,29,49,,,,
5903,2020/05/27 14:00:00+00,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,,,39,,19,
5904,2020/05/27 14:00:00+00,Anne Arundel,Regency Park Assisted Living,0,11,,,,
5905,2020/05/27 14:00:00+00,Anne Arundel,Somerford Assisted Living,5,7,,,,
5906,2020/05/27 14:00:00+00,Anne Arundel,Spa Creek Center,11,27,,,,
5907,2020/05/27 14:00:00+00,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,58,,,,
5908,2020/05/27 14:00:00+00,Baltimore City,Baltimore Central Booking and Intake Center,,,24,,17,
5909,2020/05/27 14:00:00+00,Baltimore City,Baltimore City Correctional Center,,,2,,0,
5910,2020/05/27 14:00:00+00,Baltimore City,Baltimore City Juvenile Justice Center,,,2,,,2
5911,2020/05/27 14:00:00+00,Baltimore City,Blue Point Healthcare Center,4,31,,,,
5912,2020/05/27 14:00:00+00,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),,,5,,1,
5913,2020/05/27 14:00:00+00,Baltimore City,Esther's Place at Pinewood,1,11,,,,
5914,2020/05/27 14:00:00+00,Baltimore City,Fayette Health and Rehabilitation Center,14,12,,,,
5915,2020/05/27 14:00:00+00,Baltimore City,Future Care Charles Village,28,76,,,,
5916,2020/05/27 14:00:00+00,Baltimore City,Future Care Irvington,35,69,,,,
5917,2020/05/27 14:00:00+00,Baltimore City,FutureCare Canton Harbor,8,12,,,,
5918,2020/05/27 14:00:00+00,Baltimore City,FutureCare Cold Spring,15,36,,,,
5919,2020/05/27 14:00:00+00,Baltimore City,FutureCare Good Samaritan,10,28,,,,
5920,2020/05/27 14:00:00+00,Baltimore City,FutureCare Homewood,3,4,,,,
5921,2020/05/27 14:00:00+00,Baltimore City,FutureCare Lochearn,94,158,,,,
5922,2020/05/27 14:00:00+00,Baltimore City,FutureCare Sandtown,32,56,,,,
5923,2020/05/27 14:00:00+00,Baltimore City,Keswick Multi-Care Center,5,12,,,,
5924,2020/05/27 14:00:00+00,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,39,57,,,,
5925,2020/05/27 14:00:00+00,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",,,27,,3,
5926,2020/05/27 14:00:00+00,Baltimore City,Metropolitan Transition Center,,,41,,12,
5927,2020/05/27 14:00:00+00,Baltimore City,Nursing and Rehab Center at Stadium Place,8,3,,,,
5928,2020/05/27 14:00:00+00,Baltimore City,Peak Health Caton Manor,6,44,,,,
5929,2020/05/27 14:00:00+00,Baltimore City,Post Acute Care Center,18,70,,,,
5930,2020/05/27 14:00:00+00,Baltimore City,Roland Park Place,5,7,,,,
5931,2020/05/27 14:00:00+00,Baltimore City,Rosemarie Manor Inc.,1,0,,,,
5932,2020/05/27 14:00:00+00,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,21,24,,,,
5933,2020/05/27 14:00:00+00,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,18,61,,,,
5934,2020/05/27 14:00:00+00,Baltimore City,Youth Detention Center,,,2,,1,
5935,2020/05/27 14:00:00+00,Baltimore County,Arden Courts of Towson,5,28,,,,
5936,2020/05/27 14:00:00+00,Baltimore County,Autumn Lake Healthcare at Riverview,14,6,,,,
5937,2020/05/27 14:00:00+00,Baltimore County,Autumn Lake Pikesville,10,61,,,,
5938,2020/05/27 14:00:00+00,Baltimore County,Baltimore County Detention Center,,,5,6,,
5939,2020/05/27 14:00:00+00,Baltimore County,Blakehurst Lifecare Community,4,0,,,,
5940,2020/05/27 14:00:00+00,Baltimore County,Broadmead,3,8,,,,
5941,2020/05/27 14:00:00+00,Baltimore County,Chapel Hill Nursing and Rehabilitation Center,1,3,,,,
5942,2020/05/27 14:00:00+00,Baltimore County,"Charles H. Hickey, Jr. School",,,2,,,0
5943,2020/05/27 14:00:00+00,Baltimore County,Charlestown Senior Living Community,31,30,,,,
5944,2020/05/27 14:00:00+00,Baltimore County,Edenwald,4,0,,,,
5945,2020/05/27 14:00:00+00,Baltimore County,Forest Haven Nursing & Rehab Center,28,71,,,,
5946,2020/05/27 14:00:00+00,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,37,74,,,,
5947,2020/05/27 14:00:00+00,Baltimore County,Futurecare Cherrywood,48,93,,,,
5948,2020/05/27 14:00:00+00,Baltimore County,FutureCare Courtland,22,47,,,,
5949,2020/05/27 14:00:00+00,Baltimore County,FutureCare Northpoint,21,32,,,,
5950,2020/05/27 14:00:00+00,Baltimore County,FutureCare Old Court,44,78,,,,
5951,2020/05/27 14:00:00+00,Baltimore County,Genesis Catonsville Commons,13,43,,,,
5952,2020/05/27 14:00:00+00,Baltimore County,Genesis Cromwell Center,8,41,,,,
5953,2020/05/27 14:00:00+00,Baltimore County,Genesis Loch Raven,20,69,,,,
5954,2020/05/27 14:00:00+00,Baltimore County,Genesis Multi-Medical Center,3,1,,,,
5955,2020/05/27 14:00:00+00,Baltimore County,Glen Meadows Retirement Community,1,9,,,,
5956,2020/05/27 14:00:00+00,Baltimore County,Heritage Center Genesis Eldercare,7,37,,,,
5957,2020/05/27 14:00:00+00,Baltimore County,Holly Hills Manor,15,21,,,,
5958,2020/05/27 14:00:00+00,Baltimore County,Little Sisters of the Poor,4,0,,,,
5959,2020/05/27 14:00:00+00,Baltimore County,ManorCare Health Services - Ruxton,9,27,,,,
5960,2020/05/27 14:00:00+00,Baltimore County,ManorCare Health Services- Rossville,13,61,,,,
5961,2020/05/27 14:00:00+00,Baltimore County,Maria Health Care Center,3,0,,,,
5962,2020/05/27 14:00:00+00,Baltimore County,Maryland Masonic Homes,13,23,,,,
5963,2020/05/27 14:00:00+00,Baltimore County,Meadow Park Rehabilitation and Healthcare,17,28,,,,
5964,2020/05/27 14:00:00+00,Baltimore County,North Oak,2,3,,,,
5965,2020/05/27 14:00:00+00,Baltimore County,Northwest Hospital Center - Subacute rehab facility,10,4,,,,
5966,2020/05/27 14:00:00+00,Baltimore County,Oak Crest,16,30,,,,
5967,2020/05/27 14:00:00+00,Baltimore County,Oakwood Care Center,15,75,,,,
5968,2020/05/27 14:00:00+00,Baltimore County,Orchard Hill Health and Rehab,7,50,,,,
5969,2020/05/27 14:00:00+00,Baltimore County,Patapsco Valley Center,20,54,,,,
5970,2020/05/27 14:00:00+00,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,3,,,,
5971,2020/05/27 14:00:00+00,Baltimore County,Ridgeway Manor,13,19,,,,
5972,2020/05/27 14:00:00+00,Baltimore County,Spring Grove Psychiatric Hospital,,,17,44,,
5973,2020/05/27 14:00:00+00,Baltimore County,Stella Maris,21,17,,,,
5974,2020/05/27 14:00:00+00,Baltimore County,Summit Park Health & Rehabilitation Center,16,23,,,,
5975,2020/05/27 14:00:00+00,Baltimore County,Sunrise of Pikesville,6,1,,,,
5976,2020/05/27 14:00:00+00,Baltimore County,Village at Augsburg -- Assisted Living,1,2,,,,
5977,2020/05/27 14:00:00+00,Baltimore County,Village at Augsburg -- Nursing Home,38,75,,,,
5978,2020/05/27 14:00:00+00,Caroline,Autumn Lake Healthcare at Denton,0,1,,,,
5979,2020/05/27 14:00:00+00,Carroll,Birch Manor Healthcare Center,0,20,,,,
5980,2020/05/27 14:00:00+00,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,0,4,,,,
5981,2020/05/27 14:00:00+00,Carroll,Carroll Lutheran Village,13,43,,,,
5982,2020/05/27 14:00:00+00,Carroll,Central Maryland Correctional Facility (Formerly CLF),,,5,,3,
5983,2020/05/27 14:00:00+00,Carroll,Copper Ridge,0,3,,,,
5984,2020/05/27 14:00:00+00,Carroll,Fairhaven,21,38,,,,
5985,2020/05/27 14:00:00+00,Carroll,Inspirations Memory Care of Westminster,3,4,,,,
5986,2020/05/27 14:00:00+00,Carroll,Longview Nursing Home Inc.,8,28,,,,
5987,2020/05/27 14:00:00+00,Carroll,Lorien Mount Airy,15,14,,,,
5988,2020/05/27 14:00:00+00,Carroll,Lorien Taneytown,0,2,,,,
5989,2020/05/27 14:00:00+00,Carroll,Silver Oak Academy,18,26,,,,
5990,2020/05/27 14:00:00+00,Carroll,Springfield Hospital Center,,,14,4,,
5991,2020/05/27 14:00:00+00,Carroll,Westminster Healthcare Center,12,65,,,,
5992,2020/05/27 14:00:00+00,Cecil,Calvert Manor Healthcare Center,17,112,,,,
5993,2020/05/27 14:00:00+00,Charles,Genesis La Plata,8,0,,,,
5994,2020/05/27 14:00:00+00,Charles,Genesis Waldorf,4,0,,,,
5995,2020/05/27 14:00:00+00,Charles,Morningside House of St Charles,0,1,,,,
5996,2020/05/27 14:00:00+00,Charles,Restore Health Rehabilitation Center,6,10,,,,
5997,2020/05/27 14:00:00+00,Charles,The Charleston Senior Community,10,34,,,,
5998,2020/05/27 14:00:00+00,Dorchester,Chesapeake Woods Center,1,0,,,,
5999,2020/05/27 14:00:00+00,Dorchester,Chesapeake Woods Center,1,0,,,,
6000,2020/05/27 14:00:00+00,Dorchester,Eastern Shore Hospital Center,,,3,0,,
6001,2020/05/27 14:00:00+00,Dorchester,Signature Healthcare at Mallard Bay,1,0,,,,
6002,2020/05/27 14:00:00+00,Frederick,Ballenger Creek - Genesis Healthcare,52,89,,,,
6003,2020/05/27 14:00:00+00,Frederick,Citizens Care and Rehabilitation Center - Frederick,14,14,,,,
6004,2020/05/27 14:00:00+00,Frederick,Country Meadows of Frederick,22,29,,,,
6005,2020/05/27 14:00:00+00,Frederick,Glade Valley Center - Genesis Healthcare,7,19,,,,
6006,2020/05/27 14:00:00+00,Frederick,Homewood at Frederick,45,43,,,,
6007,2020/05/27 14:00:00+00,Frederick,Montevue Assisted Living,0,5,,,,
6008,2020/05/27 14:00:00+00,Frederick,Northampton Manor Nursing and Rehabilitation Center,21,68,,,,
6009,2020/05/27 14:00:00+00,Frederick,Somerford House Frederick,7,3,,,,
6010,2020/05/27 14:00:00+00,Frederick,Victor Cullen Center,,,1,,,0
6011,2020/05/27 14:00:00+00,Garrett,Dennett Road Manor,3,4,,,,
6012,2020/05/27 14:00:00+00,Harford,Bel Air Health and Rehabilitation Center,31,85,,,,
6013,2020/05/27 14:00:00+00,Harford,Citizens Care and Rehabilitation Center - Havre de Grace,1,0,,,,
6014,2020/05/27 14:00:00+00,Harford,Forest Hill Health & Rehab Center,30,89,,,,
6015,2020/05/27 14:00:00+00,Howard,Arbor Terrace Fulton,3,1,,,,
6016,2020/05/27 14:00:00+00,Howard,Brighton Gardens of Columbia,1,0,,,,
6017,2020/05/27 14:00:00+00,Howard,Clifton T. Perkins Hospital Center,,,15,15,,
6018,2020/05/27 14:00:00+00,Howard,Ellicott City Healthcare Center,35,109,,,,
6019,2020/05/27 14:00:00+00,Howard,HeartLands Senior Living Village at Ellicott City,1,2,,,,
6020,2020/05/27 14:00:00+00,Howard,Howard County Detention Center,,,3,0,,
6021,2020/05/27 14:00:00+00,Howard,Lorien Columbia,5,12,,,,
6022,2020/05/27 14:00:00+00,Howard,Lorien Elkridge,3,15,,,,
6023,2020/05/27 14:00:00+00,Howard,Lorien Harmony Hall,2,0,,,,
6024,2020/05/27 14:00:00+00,Howard,Lutheran Village at Miller's Grant,2,1,,,,
6025,2020/05/27 14:00:00+00,Howard,Morningside House of Ellicott City,4,5,,,,
6026,2020/05/27 14:00:00+00,Howard,Residences at Vantage Point,4,3,,,,
6027,2020/05/27 14:00:00+00,Howard,Shangri-La Assisted Living,1,2,,,,
6028,2020/05/27 14:00:00+00,Howard,Somerford Place Columbia,1,1,,,,
6029,2020/05/27 14:00:00+00,Howard,Sunrise of Columbia,9,12,,,,
6030,2020/05/27 14:00:00+00,Kent,Peak Healthcare Chestertown,13,60,,,,
6031,2020/05/27 14:00:00+00,Kent,The Resort at Chester Manor,9,27,,,,
6032,2020/05/27 14:00:00+00,Montgomery,Alfred D. Noyes Children's Center,,,1,,,0
6033,2020/05/27 14:00:00+00,Montgomery,Alfred House One,0,1,,,,
6034,2020/05/27 14:00:00+00,Montgomery,Arcola Health and Rehabilitation Center,15,22,,,,
6035,2020/05/27 14:00:00+00,Montgomery,Arden Courts of Kensington,3,23,,,,
6036,2020/05/27 14:00:00+00,Montgomery,Arden Courts of Silver Spring,5,43,,,,
6037,2020/05/27 14:00:00+00,Montgomery,Aspenwood Senior Living Community,1,2,,,,
6038,2020/05/27 14:00:00+00,Montgomery,Autumn Lake Healthcare at Oakview,18,63,,,,
6039,2020/05/27 14:00:00+00,Montgomery,Bel Pre Healthcare Center,11,50,,,,
6040,2020/05/27 14:00:00+00,Montgomery,Bethesda Health and Rehab,23,68,,,,
6041,2020/05/27 14:00:00+00,Montgomery,Brighton Gardens at Friendship Heights,0,2,,,,
6042,2020/05/27 14:00:00+00,Montgomery,Brighton Gardens of Tuckerman Lane,19,24,,,,
6043,2020/05/27 14:00:00+00,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,2,,,,
6044,2020/05/27 14:00:00+00,Montgomery,Brightview West End - Brightview Senior Living,5,4,,,,
6045,2020/05/27 14:00:00+00,Montgomery,Brookdale Olney,1,5,,,,
6046,2020/05/27 14:00:00+00,Montgomery,Brookdale Potomac Assisted Living,4,15,,,,
6047,2020/05/27 14:00:00+00,Montgomery,Brooke Grove Retirement Community,26,61,,,,
6048,2020/05/27 14:00:00+00,Montgomery,Brookeville House,2,3,,,,
6049,2020/05/27 14:00:00+00,Montgomery,Cadia Healthcare Wheaton,11,35,,,,
6050,2020/05/27 14:00:00+00,Montgomery,Cedar Creek Memory Care Homes- Maple Ridge,10,11,,,,
6051,2020/05/27 14:00:00+00,Montgomery,Collingswood Rehabilitation and Healthcare Center,42,103,,,,
6052,2020/05/27 14:00:00+00,Montgomery,Fairland Center,7,3,,,,
6053,2020/05/27 14:00:00+00,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,,,,
6054,2020/05/27 14:00:00+00,Montgomery,Friends House Retirement Community,14,18,,,,
6055,2020/05/27 14:00:00+00,Montgomery,Hebrew Home of Greater Washington,50,57,,,,
6056,2020/05/27 14:00:00+00,Montgomery,JK House of Grace,7,14,,,,
6057,2020/05/27 14:00:00+00,Montgomery,Kensington Healthcare Center,8,53,,,,
6058,2020/05/27 14:00:00+00,Montgomery,Kensington Park,31,29,,,,
6059,2020/05/27 14:00:00+00,Montgomery,Kindley Assisted Living at Asbury Methodist Village,5,2,,,,
6060,2020/05/27 14:00:00+00,Montgomery,Layhill Center,3,11,,,,
6061,2020/05/27 14:00:00+00,Montgomery,Manor Care Silver Spring,29,69,,,,
6062,2020/05/27 14:00:00+00,Montgomery,Manor Care Wheaton,17,58,,,,
6063,2020/05/27 14:00:00+00,Montgomery,ManorCare Health Services - Chevy Chase,14,39,,,,
6064,2020/05/27 14:00:00+00,Montgomery,ManorCare Health Services Bethesda,13,53,,,,
6065,2020/05/27 14:00:00+00,Montgomery,ManorCare Potomac,22,54,,,,
6066,2020/05/27 14:00:00+00,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",9,2,,,,
6067,2020/05/27 14:00:00+00,Montgomery,Marian Assisted Living,4,18,,,,
6068,2020/05/27 14:00:00+00,Montgomery,Montgomery Village Health Care Center,27,57,,,,
6069,2020/05/27 14:00:00+00,Montgomery,Oak Manor Center,7,12,,,,
6070,2020/05/27 14:00:00+00,Montgomery,Olney Memory Care,6,9,,,,
6071,2020/05/27 14:00:00+00,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,45,92,,,,
6072,2020/05/27 14:00:00+00,Montgomery,Regency Care of Silver Spring,33,54,,,,
6073,2020/05/27 14:00:00+00,Montgomery,Seabury at Springvale Terrace,4,0,,,,
6074,2020/05/27 14:00:00+00,Montgomery,Shady Grove Center for Nursing & Rehabilitation,18,37,,,,
6075,2020/05/27 14:00:00+00,Montgomery,Sligo Creek Center - Genesis Healthcare,3,15,,,,
6076,2020/05/27 14:00:00+00,Montgomery,Sunrise at Montgomery Village,25,22,,,,
6077,2020/05/27 14:00:00+00,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,9,10,,,,
6078,2020/05/27 14:00:00+00,Montgomery,Sunrise Senior Living Bethesda,26,16,,,,
6079,2020/05/27 14:00:00+00,Montgomery,The Landing of Silver Spring,16,14,,,,
6080,2020/05/27 14:00:00+00,Montgomery,The Manor,1,1,,,,
6081,2020/05/27 14:00:00+00,Montgomery,Tribute at Black Hill,7,4,,,,
6082,2020/05/27 14:00:00+00,Montgomery,Village at Rockville,13,32,,,,
6083,2020/05/27 14:00:00+00,Montgomery,Wilson Health Care Center at Asbury Methodist Village,37,77,,,,
6084,2020/05/27 14:00:00+00,Prince George's,Adelphi Nursing and Rehabilitation,14,51,,,,
6085,2020/05/27 14:00:00+00,Prince George's,Arbor Terrace Senior Living,0,1,,,,
6086,2020/05/27 14:00:00+00,Prince George's,Autumn Lake Healthcare at Cherry Lane,22,99,,,,
6087,2020/05/27 14:00:00+00,Prince George's,Bradford Oaks Center,12,0,,,,
6088,2020/05/27 14:00:00+00,Prince George's,Brookdale Woodward Estates,5,13,,,,
6089,2020/05/27 14:00:00+00,Prince George's,Cadia Hyattsville,31,35,,,,
6090,2020/05/27 14:00:00+00,Prince George's,Cheltenham Youth Detention Center,,,1,,,0
6091,2020/05/27 14:00:00+00,Prince George's,Clinton Nursing and Rehabilitation Center,40,156,,,,
6092,2020/05/27 14:00:00+00,Prince George's,Collington,6,11,,,,
6093,2020/05/27 14:00:00+00,Prince George's,Crescent Cities,7,34,,,,
6094,2020/05/27 14:00:00+00,Prince George's,Doctors Community Rehabilitation and Patient Care Center,14,29,,,,
6095,2020/05/27 14:00:00+00,Prince George's,Forestville Healthcare Center,12,40,,,,
6096,2020/05/27 14:00:00+00,Prince George's,Fort Washington Health Center,10,38,,,,
6097,2020/05/27 14:00:00+00,Prince George's,Future Care Capitol Region,23,37,,,,
6098,2020/05/27 14:00:00+00,Prince George's,Future Care Pineview,23,42,,,,
6099,2020/05/27 14:00:00+00,Prince George's,"Hillhaven Assisted Living, Nursing and Rehabilitation Center",26,37,,,,
6100,2020/05/27 14:00:00+00,Prince George's,Hyattsville Health and Rehab,11,44,,,,
6101,2020/05/27 14:00:00+00,Prince George's,Largo Nursing & Rehabilitation Center,11,23,,,,
6102,2020/05/27 14:00:00+00,Prince George's,Larkin Chase Center,25,80,,,,
6103,2020/05/27 14:00:00+00,Prince George's,Patuxent River Health and Rehabilitation Center,20,42,,,,
