DATE,COUNTY,FACILITY_NAME,"Staff:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities","Residents:_Nursing,_Assisted_Living,_Group_Homes_Affected_Facilities",Staff:_State_and_Local_Affected_Facilities,Patients:_State_and_Local_Affected_Facilities,Inmates:_State_and_Local_Affected_Facilities,Youth:_State_and_Local_Affected_Facilities,OBJECTID
6/3/2020,Montgomery,Alfred House One,0,2,N/A,N/A,N/A,N/A,1383
6/3/2020,Montgomery,Arbor Place,3,9,N/A,N/A,N/A,N/A,1384
6/3/2020,Montgomery,Arcola Health and Rehabilitation Center,15,25,N/A,N/A,N/A,N/A,1385
6/3/2020,Montgomery,Arden Courts of Kensington,3,23,N/A,N/A,N/A,N/A,1386
6/3/2020,Montgomery,Arden Courts of Silver Spring,5,43,N/A,N/A,N/A,N/A,1387
6/3/2020,Montgomery,Aspenwood Senior Living Community,2,2,N/A,N/A,N/A,N/A,1388
6/3/2020,Montgomery,Autumn Lake Healthcare at Oakview,18,63,N/A,N/A,N/A,N/A,1389
6/3/2020,Montgomery,Bethesda Health and Rehab,25,68,N/A,N/A,N/A,N/A,1390
6/3/2020,Montgomery,Brighton Gardens at Friendship Heights,0,2,N/A,N/A,N/A,N/A,1391
6/3/2020,Montgomery,Brighton Gardens of Tuckerman Lane,25,25,N/A,N/A,N/A,N/A,1392
6/3/2020,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,N/A,N/A,N/A,N/A,1393
6/3/2020,Montgomery,Brightview West End - Brightview Senior Living,5,4,N/A,N/A,N/A,N/A,1394
6/3/2020,Montgomery,Brightview Woodmont Bethesda,3,1,N/A,N/A,N/A,N/A,1395
6/3/2020,Montgomery,Brookdale Olney,1,5,N/A,N/A,N/A,N/A,1396
6/3/2020,Montgomery,Brookdale Potomac Assisted Living,4,16,N/A,N/A,N/A,N/A,1397
6/3/2020,Montgomery,Brooke Grove Retirement Community,28,67,N/A,N/A,N/A,N/A,1398
6/3/2020,Montgomery,Brookeville House,2,3,N/A,N/A,N/A,N/A,1399
6/3/2020,Montgomery,"Cadia Healthcare of Springbrook, MD",16,20,N/A,N/A,N/A,N/A,1400
6/3/2020,Montgomery,Cadia Healthcare Wheaton,12,42,N/A,N/A,N/A,N/A,1401
6/3/2020,Montgomery,Collingswood Rehabilitation and Healthcare Center,43,108,N/A,N/A,N/A,N/A,1402
6/3/2020,Montgomery,Fairland Center,10,4,N/A,N/A,N/A,N/A,1403
6/3/2020,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,N/A,N/A,N/A,N/A,1404
6/3/2020,Montgomery,Hebrew Home of Greater Washington,50,61,N/A,N/A,N/A,N/A,1405
6/3/2020,Montgomery,JK House of Grace,7,14,N/A,N/A,N/A,N/A,1406
6/3/2020,Montgomery,Kensington Healthcare Center,27,53,N/A,N/A,N/A,N/A,1407
6/3/2020,Montgomery,Kensington Park,31,29,N/A,N/A,N/A,N/A,1408
6/3/2020,Montgomery,Kindley Assisted Living at Asbury Methodist Village,6,2,N/A,N/A,N/A,N/A,1409
6/3/2020,Montgomery,Layhill Center,3,19,N/A,N/A,N/A,N/A,1410
6/3/2020,Montgomery,Manor Care Silver Spring,29,69,N/A,N/A,N/A,N/A,1411
6/3/2020,Montgomery,Manor Care Wheaton,21,58,N/A,N/A,N/A,N/A,1412
6/3/2020,Montgomery,ManorCare Health Services - Chevy Chase,14,42,N/A,N/A,N/A,N/A,1413
6/3/2020,Montgomery,ManorCare Health Services Bethesda,14,60,N/A,N/A,N/A,N/A,1414
6/3/2020,Montgomery,ManorCare Potomac,27,66,N/A,N/A,N/A,N/A,1415
6/3/2020,Montgomery,"Maplewood of Park Place, Sunrise Senior Living",9,2,N/A,N/A,N/A,N/A,1416
6/3/2020,Montgomery,Marian Assisted Living,6,18,N/A,N/A,N/A,N/A,1417
6/3/2020,Montgomery,Montgomery Village Health Care Center,27,57,N/A,N/A,N/A,N/A,1418
6/3/2020,Montgomery,Oak Manor Center,7,12,N/A,N/A,N/A,N/A,1419
6/3/2020,Montgomery,Olney Memory Care,6,9,N/A,N/A,N/A,N/A,1420
6/3/2020,Montgomery,Potomac Valley Rehabilitation and Healthcare Center,45,92,N/A,N/A,N/A,N/A,1421
6/3/2020,Montgomery,Regency Care of Silver Spring,33,54,N/A,N/A,N/A,N/A,1422
6/3/2020,Montgomery,Seabury at Springvale Terrace,4,0,N/A,N/A,N/A,N/A,1423
6/3/2020,Montgomery,Shady Grove Center for Nursing & Rehabilitation,19,54,N/A,N/A,N/A,N/A,1424
6/3/2020,Montgomery,Sligo Creek Center - Genesis Healthcare,8,23,N/A,N/A,N/A,N/A,1425
6/3/2020,Montgomery,Sunrise at Montgomery Village,33,27,N/A,N/A,N/A,N/A,1426
6/3/2020,Montgomery,Sunrise Senior Living - Sunrise at Fox Hill,9,10,N/A,N/A,N/A,N/A,1427
6/3/2020,Montgomery,Sunrise Senior Living Bethesda,26,16,N/A,N/A,N/A,N/A,1428
6/3/2020,Montgomery,The Landing of Silver Spring,17,14,N/A,N/A,N/A,N/A,1429
6/3/2020,Montgomery,The Manor,1,1,N/A,N/A,N/A,N/A,1430
6/3/2020,Montgomery,Tribute at Black Hill,7,4,N/A,N/A,N/A,N/A,1431
6/3/2020,Montgomery,Village at Rockville,22,41,N/A,N/A,N/A,N/A,1432
6/3/2020,Montgomery,Wilson Health Care Center at Asbury Methodist Village,37,76,N/A,N/A,N/A,N/A,1433
6/3/2020,Montgomery,Wintergrowth Assisted Living,2,11,N/A,N/A,N/A,N/A,1434
6/3/2020,Prince George's,Adelphi Nursing and Rehabilitation,14,58,N/A,N/A,N/A,N/A,1435
6/3/2020,Prince George's,Arbor Terrace Senior Living,0,1,N/A,N/A,N/A,N/A,1436
6/3/2020,Prince George's,Autumn Lake Healthcare at Cherry Lane,29,101,N/A,N/A,N/A,N/A,1437
6/3/2020,Prince George's,Bradford Oaks Center,14,0,N/A,N/A,N/A,N/A,1438
6/3/2020,Prince George's,Brookdale Woodward Estates,5,7,N/A,N/A,N/A,N/A,1439
6/3/2020,Prince George's,Cadia Hyattsville,41,89,N/A,N/A,N/A,N/A,1440
6/3/2020,Prince George's,Clinton Nursing and Rehabilitation Center,41,156,N/A,N/A,N/A,N/A,1441
6/3/2020,Prince George's,Collington,14,12,N/A,N/A,N/A,N/A,1442
6/3/2020,Prince George's,Crescent Cities,7,34,N/A,N/A,N/A,N/A,1443
6/3/2020,Prince George's,Doctors Community Rehabilitation and Patient Care Center,16,29,N/A,N/A,N/A,N/A,1444
6/3/2020,Prince George's,Elizabeth Manor,2,5,N/A,N/A,N/A,N/A,1445
6/3/2020,Prince George's,Forestville Healthcare Center,12,40,N/A,N/A,N/A,N/A,1446
6/3/2020,Prince George's,Fort Washington Health Center,11,42,N/A,N/A,N/A,N/A,1447
6/3/2020,Prince George's,Future Care Capitol Region,28,37,N/A,N/A,N/A,N/A,1448
6/3/2020,Prince George's,Future Care Pineview,23,47,N/A,N/A,N/A,N/A,1449
6/3/2020,Prince George's,"Hillhaven Assisted Living, Nursing and Rehabilitation Center",26,38,N/A,N/A,N/A,N/A,1450
6/3/2020,Prince George's,Hyattsville Health and Rehab,12,45,N/A,N/A,N/A,N/A,1451
6/3/2020,Prince George's,Largo Nursing & Rehabilitation Center,11,39,N/A,N/A,N/A,N/A,1452
6/3/2020,Prince George's,Larkin Chase Center,25,80,N/A,N/A,N/A,N/A,1453
6/3/2020,Prince George's,Patuxent River Health and Rehabilitation Center,29,52,N/A,N/A,N/A,N/A,1454
6/3/2020,Prince George's,Prince George's County Jail,N/A,N/A,36,24,N/A,N/A,1455
6/3/2020,Prince George's,Riderwood Village - Arbor Ridge,91,61,N/A,N/A,N/A,N/A,1456
6/3/2020,Prince George's,Sacred Heart Home Inc,12,14,N/A,N/A,N/A,N/A,1457
6/3/2020,Prince George's,Villa Rosa Nursing & Rehabilitation Center,4,26,N/A,N/A,N/A,N/A,1458
6/3/2020,Queen Anne's,Corsica Hills Center,12,12,N/A,N/A,N/A,N/A,1459
6/3/2020,Somerset,Eastern Correctional Institution,N/A,N/A,2,N/A,0,N/A,1460
6/3/2020,Somerset,Eastern Correctional Institution Annex,N/A,N/A,1,N/A,0,N/A,1461
6/3/2020,Somerset,Manokin Rehab and Healthcare Services,0,1,N/A,N/A,N/A,N/A,1462
6/3/2020,St. Mary's,Charlotte Hall Veterans Home,78,196,N/A,N/A,N/A,N/A,1463
6/3/2020,St. Mary's,Chesapeake Shores,6,2,N/A,N/A,N/A,N/A,1464
6/3/2020,St. Mary's,Southern Maryland Pre-Release Unit,N/A,N/A,2,N/A,0,N/A,1465
6/3/2020,Talbot,Bayleigh Chase,1,0,N/A,N/A,N/A,N/A,1466
6/3/2020,Talbot,Peake Healthcare at the Pines,1,4,N/A,N/A,N/A,N/A,1467
6/3/2020,Washington,Cadia Healthcare - Hagerstown,3,0,N/A,N/A,N/A,N/A,1468
6/3/2020,Washington,Fahrney Keedy Memorial Home and Village,1,0,N/A,N/A,N/A,N/A,1469
6/3/2020,Washington,Hagerstown Healthcare Center,1,0,N/A,N/A,N/A,N/A,1470
6/3/2020,Washington,Homewood Hilltop,1,5,N/A,N/A,N/A,N/A,1471
6/3/2020,Washington,Maryland Correctional Institution Hagerstown,N/A,N/A,1,N/A,0,N/A,1472
6/3/2020,Washington,Maryland Correctional Training Center,N/A,N/A,8,N/A,0,N/A,1473
6/3/2020,Washington,Ravenwood Nursing Care Center,3,0,N/A,N/A,N/A,N/A,1474
6/3/2020,Washington,Roxbury Correctional Institution,N/A,N/A,0,N/A,1,N/A,1475
6/3/2020,Washington,Sterling Care South Mountain,9,43,N/A,N/A,N/A,N/A,1476
6/3/2020,Washington,Western Maryland Hospital Center,N/A,N/A,1,0,N/A,N/A,1477
6/3/2020,Wicomico,Anchorage Healthcare Center,5,25,N/A,N/A,N/A,N/A,1478
6/3/2020,Wicomico,Salisbury Rehabilitation and Nursing Center,35,65,N/A,N/A,N/A,N/A,1479
6/3/2020,Wicomico,Sterling Care at Harbor Point,1,0,N/A,N/A,N/A,N/A,1480
6/3/2020,Worcester,Berlin Nursing and Rehabilitation Center,27,64,N/A,N/A,N/A,N/A,1481
6/3/2020,Worcester,Peake Healthcare at Hartley Hall (Autumn Lake Healthcare at Hartley Hall),1,0,N/A,N/A,N/A,N/A,1482
6/10/2020,Allegany,Cumberland Healthcare Center,36,88,N/A,N/A,N/A,N/A,1483
6/10/2020,Allegany,North Branch Correctional Institution,N/A,N/A,1,N/A,0,N/A,1484
6/10/2020,Allegany,Sterling Care Frostburg Village,2,9,N/A,N/A,N/A,N/A,1485
6/10/2020,Allegany,The Thomas B. Finan Center,N/A,N/A,0,1,N/A,N/A,1486
6/10/2020,Allegany,Western Correctional Institution,N/A,N/A,2,N/A,0,N/A,1487
6/10/2020,Anne Arundel,Anne Arundel Detention Center Jennifer Road,N/A,N/A,3,0,N/A,N/A,1488
6/10/2020,Anne Arundel,Baywoods of Annapolis,14,15,N/A,N/A,N/A,N/A,1489
6/10/2020,Anne Arundel,Brightview South River - Senior Assisted Living and Memory Care,2,1,N/A,N/A,N/A,N/A,1490
6/10/2020,Anne Arundel,Crofton Care and Rehabilitation,10,55,N/A,N/A,N/A,N/A,1491
6/10/2020,Anne Arundel,Dorsey Run Correctional Facility,N/A,N/A,34,N/A,37,N/A,1492
6/10/2020,Anne Arundel,Genesis Hammonds Lane,0,1,N/A,N/A,N/A,N/A,1493
6/10/2020,Anne Arundel,Genesis Severna Park,5,10,N/A,N/A,N/A,N/A,1494
6/10/2020,Anne Arundel,Genesis Waugh Chapel,17,57,N/A,N/A,N/A,N/A,1495
6/10/2020,Anne Arundel,Glen Burnie Health and Rehabilitation Center,13,46,N/A,N/A,N/A,N/A,1496
6/10/2020,Anne Arundel,Heritage Harbour Health and Rehabilitation Center,10,32,N/A,N/A,N/A,N/A,1497
6/10/2020,Anne Arundel,Jessup Correctional Institution *Including Baltimore Pretrial Complex (BPFJ),N/A,N/A,55,N/A,87,N/A,1498
6/10/2020,Anne Arundel,Marley Neck Health and Rehabilitation Center,9,24,N/A,N/A,N/A,N/A,1499
6/10/2020,Anne Arundel,Maryland Correctional Institution - Jessup,N/A,N/A,31,N/A,15,N/A,1500
6/10/2020,Anne Arundel,Maryland Correctional Institution for Women,N/A,N/A,52,N/A,23,N/A,1501
6/10/2020,Anne Arundel,North Arundel Health and Rehabilitation Center,29,49,N/A,N/A,N/A,N/A,1502
6/10/2020,Anne Arundel,Patuxent Institution *Including Correctional Mental Health Center-Jessup,N/A,N/A,56,N/A,19,N/A,1503
6/10/2020,Anne Arundel,Regency Park Assisted Living,0,13,N/A,N/A,N/A,N/A,1504
6/10/2020,Anne Arundel,Somerford Assisted Living,6,7,N/A,N/A,N/A,N/A,1505
6/10/2020,Anne Arundel,Spa Creek Center,15,32,N/A,N/A,N/A,N/A,1506
6/10/2020,Anne Arundel,The Peartree House Assisted Living,1,0,N/A,N/A,N/A,N/A,1507
6/10/2020,Anne Arundel,Waxter Center,N/A,N/A,1,N/A,N/A,0,1508
6/10/2020,Baltimore City,Autumn Lake at Alice Manor,5,0,N/A,N/A,N/A,N/A,1509
6/10/2020,Baltimore City,Autumn Lake Healthcare at Bridgepark,20,59,N/A,N/A,N/A,N/A,1510
6/10/2020,Baltimore City,Baltimore Central Booking and Intake Center,N/A,N/A,43,N/A,31,N/A,1511
6/10/2020,Baltimore City,Baltimore City Correctional Center,N/A,N/A,2,N/A,0,N/A,1512
6/10/2020,Baltimore City,Blue Point Healthcare Center,14,81,N/A,N/A,N/A,N/A,1513
6/10/2020,Baltimore City,Chesapeake Detention Facility (Formerly MCAC),N/A,N/A,8,N/A,1,N/A,1514
6/10/2020,Baltimore City,Esther's Place at Pinewood,1,11,N/A,N/A,N/A,N/A,1515
6/10/2020,Baltimore City,Fayette Health and Rehabilitation Center,45,56,N/A,N/A,N/A,N/A,1516
6/10/2020,Baltimore City,Future Care Irvington,39,79,N/A,N/A,N/A,N/A,1517
6/10/2020,Baltimore City,FutureCare Good Samaritan,17,31,N/A,N/A,N/A,N/A,1518
6/10/2020,Baltimore City,FutureCare Lochearn,99,158,N/A,N/A,N/A,N/A,1519
6/10/2020,Baltimore City,FutureCare Sandtown,45,58,N/A,N/A,N/A,N/A,1520
6/10/2020,Baltimore City,Genesis Homewood Center,0,1,N/A,N/A,N/A,N/A,1521
6/10/2020,Baltimore City,Keswick Multi-Care Center,14,16,N/A,N/A,N/A,N/A,1522
6/10/2020,Baltimore City,Levindale Hebrew Geriatric Center and Hospital,42,58,N/A,N/A,N/A,N/A,1523
6/10/2020,Baltimore City,Manor Care Roland Park,3,14,N/A,N/A,N/A,N/A,1524
6/10/2020,Baltimore City,"Maryland Reception, Diagnostic and Classification Center",N/A,N/A,32,N/A,3,N/A,1525
6/10/2020,Baltimore City,Metropolitan Transition Center,N/A,N/A,43,N/A,15,N/A,1526
6/10/2020,Baltimore City,Northwest Health and Rehab Center,3,0,N/A,N/A,N/A,N/A,1527
6/10/2020,Baltimore City,Nursing and Rehab Center at Stadium Place,8,3,N/A,N/A,N/A,N/A,1528
6/10/2020,Baltimore City,Peak Health Caton Manor,19,52,N/A,N/A,N/A,N/A,1529
6/10/2020,Baltimore City,Post Acute Care Center,21,73,N/A,N/A,N/A,N/A,1530
6/10/2020,Baltimore City,Roland Park Place,11,10,N/A,N/A,N/A,N/A,1531
6/10/2020,Baltimore City,Rosemarie Manor Inc.,1,0,N/A,N/A,N/A,N/A,1532
6/10/2020,Baltimore City,The Neighborhoods at St. Elizabeth Rehabilitation & Nursing Center,22,29,N/A,N/A,N/A,N/A,1533
6/10/2020,Baltimore City,Westgate Hills Rehabilitation & Healthcare Center,18,62,N/A,N/A,N/A,N/A,1534
6/10/2020,Baltimore City,Youth Detention Center,N/A,N/A,2,N/A,1,N/A,1535
6/10/2020,Baltimore County,Arden Courts of Pikesville,1,12,N/A,N/A,N/A,N/A,1536
6/10/2020,Baltimore County,Atrium Village,7,12,N/A,N/A,N/A,N/A,1537
6/10/2020,Baltimore County,Autumn Lake Healthcare at Riverview,14,6,N/A,N/A,N/A,N/A,1538
6/10/2020,Baltimore County,Autumn Lake Pikesville,12,61,N/A,N/A,N/A,N/A,1539
6/10/2020,Baltimore County,Baltimore County Detention Center,N/A,N/A,6,8,N/A,N/A,1540
6/10/2020,Baltimore County,Blakehurst Lifecare Community,14,0,N/A,N/A,N/A,N/A,1541
6/10/2020,Baltimore County,Brightview Assisted Living Catonsville,1,0,N/A,N/A,N/A,N/A,1542
6/10/2020,Baltimore County,Brightview Mays Chapel Hill,1,1,N/A,N/A,N/A,N/A,1543
6/10/2020,Baltimore County,Brightview White Marsh - Brightview Senior Living,3,0,N/A,N/A,N/A,N/A,1544
6/10/2020,Baltimore County,Broadmead,7,14,N/A,N/A,N/A,N/A,1545
6/10/2020,Baltimore County,Chapel Hill Nursing and Rehabilitation Center,1,3,N/A,N/A,N/A,N/A,1546
6/10/2020,Baltimore County,"Charles H. Hickey, Jr. School",N/A,N/A,1,N/A,N/A,0,1547
6/10/2020,Baltimore County,Charlestown Senior Living Community,34,31,N/A,N/A,N/A,N/A,1548
6/10/2020,Baltimore County,Edenwald,10,1,N/A,N/A,N/A,N/A,1549
6/10/2020,Baltimore County,Forest Haven Nursing & Rehab Center,38,71,N/A,N/A,N/A,N/A,1550
6/10/2020,Baltimore County,Frederick Villa Nursing and Rehabilitation Center,41,74,N/A,N/A,N/A,N/A,1551
6/10/2020,Baltimore County,Futurecare Cherrywood,54,95,N/A,N/A,N/A,N/A,1552
6/10/2020,Baltimore County,FutureCare Courtland,26,74,N/A,N/A,N/A,N/A,1553
6/10/2020,Baltimore County,FutureCare Northpoint,26,45,N/A,N/A,N/A,N/A,1554
6/10/2020,Baltimore County,FutureCare Old Court,44,80,N/A,N/A,N/A,N/A,1555
6/10/2020,Baltimore County,Genesis Catonsville Commons,18,54,N/A,N/A,N/A,N/A,1556
6/10/2020,Baltimore County,Genesis Cromwell Center,13,43,N/A,N/A,N/A,N/A,1557
6/10/2020,Baltimore County,Genesis Eldercare Franklin Woods,2,1,N/A,N/A,N/A,N/A,1558
6/10/2020,Baltimore County,Genesis Loch Raven,28,69,N/A,N/A,N/A,N/A,1559
6/10/2020,Baltimore County,Genesis Long Green,4,0,N/A,N/A,N/A,N/A,1560
6/10/2020,Baltimore County,Genesis Multi-Medical Center,4,1,N/A,N/A,N/A,N/A,1561
6/10/2020,Baltimore County,Genesis Perring Parkway,1,0,N/A,N/A,N/A,N/A,1562
6/10/2020,Baltimore County,Glen Meadows Retirement Community,9,14,N/A,N/A,N/A,N/A,1563
6/10/2020,Baltimore County,Greater Baltimore Medical Center Sub Acute Unit,1,0,N/A,N/A,N/A,N/A,1564
6/10/2020,Baltimore County,Heritage Center Genesis Eldercare,8,37,N/A,N/A,N/A,N/A,1565
6/10/2020,Baltimore County,Holly Hills Manor,21,39,N/A,N/A,N/A,N/A,1566
6/10/2020,Baltimore County,King David Nursing and Rehabilitation Center,7,15,N/A,N/A,N/A,N/A,1567
6/10/2020,Baltimore County,Lorien Mays Chapel,2,0,N/A,N/A,N/A,N/A,1568
6/10/2020,Baltimore County,ManorCare Health Services - Ruxton,28,64,N/A,N/A,N/A,N/A,1569
6/10/2020,Baltimore County,ManorCare Health Services- Rossville,19,61,N/A,N/A,N/A,N/A,1570
6/10/2020,Baltimore County,ManorCare Health Services- Towson,1,1,N/A,N/A,N/A,N/A,1571
6/10/2020,Baltimore County,Maria Health Care Center,7,0,N/A,N/A,N/A,N/A,1572
6/10/2020,Baltimore County,Meadow Park Rehabilitation and Healthcare,22,32,N/A,N/A,N/A,N/A,1573
6/10/2020,Baltimore County,North Oak,4,4,N/A,N/A,N/A,N/A,1574
6/10/2020,Baltimore County,Northwest Hospital Center - Subacute rehab facility,11,7,N/A,N/A,N/A,N/A,1575
6/10/2020,Baltimore County,Oak Crest,19,31,N/A,N/A,N/A,N/A,1576
6/10/2020,Baltimore County,Oakwood Care Center,18,76,N/A,N/A,N/A,N/A,1577
6/10/2020,Baltimore County,Orchard Hill Health and Rehab,7,47,N/A,N/A,N/A,N/A,1578
6/10/2020,Baltimore County,Paradise Assisted Living,2,0,N/A,N/A,N/A,N/A,1579
6/10/2020,Baltimore County,Patapsco Valley Center,24,54,N/A,N/A,N/A,N/A,1580
6/10/2020,Baltimore County,"PowerBack Rehabilitation, Brightwood Campus",0,3,N/A,N/A,N/A,N/A,1581
6/10/2020,Baltimore County,Ridgeway Manor,13,19,N/A,N/A,N/A,N/A,1582
6/10/2020,Baltimore County,Stella Maris,29,27,N/A,N/A,N/A,N/A,1583
6/10/2020,Baltimore County,Summit Park Health & Rehabilitation Center,16,23,N/A,N/A,N/A,N/A,1584
6/10/2020,Baltimore County,Sunrise of Pikesville,9,8,N/A,N/A,N/A,N/A,1585
6/10/2020,Baltimore County,Village at Augsburg -- Nursing Home,44,77,N/A,N/A,N/A,N/A,1586
6/10/2020,Baltimore County,Woodholme Garden,1,0,N/A,N/A,N/A,N/A,1587
6/10/2020,Calvert,Asbury Solomons,2,0,N/A,N/A,N/A,N/A,1588
6/10/2020,Calvert,Solomons Nursing Center,1,1,N/A,N/A,N/A,N/A,1589
6/10/2020,Caroline,Autumn Lake Healthcare at Denton,0,1,N/A,N/A,N/A,N/A,1590
6/10/2020,Carroll,Birch Manor Healthcare Center,0,20,N/A,N/A,N/A,N/A,1591
6/10/2020,Carroll,Brinton Woods Health & Rehabilitation Center at Winfield,2,29,N/A,N/A,N/A,N/A,1592
6/10/2020,Carroll,Carroll Lutheran Village,15,44,N/A,N/A,N/A,N/A,1593
6/10/2020,Carroll,Central Maryland Correctional Facility (Formerly CLF),N/A,N/A,17,N/A,7,N/A,1594
6/10/2020,Carroll,Copper Ridge,1,3,N/A,N/A,N/A,N/A,1595
6/10/2020,Carroll,Fairhaven,29,45,N/A,N/A,N/A,N/A,1596
6/10/2020,Carroll,Longview Nursing Home Inc.,24,37,N/A,N/A,N/A,N/A,1597
6/10/2020,Carroll,Lorien Mount Airy,17,14,N/A,N/A,N/A,N/A,1598
6/10/2020,Carroll,Lorien Taneytown,0,2,N/A,N/A,N/A,N/A,1599
6/10/2020,Carroll,Pleasant View Nursing Home,2,1,N/A,N/A,N/A,N/A,1600
6/10/2020,Carroll,Silver Oak Academy,18,27,N/A,N/A,N/A,N/A,1601
6/10/2020,Carroll,Springfield Hospital Center,N/A,N/A,16,5,N/A,N/A,1602
6/10/2020,Carroll,Westminster Healthcare Center,13,89,N/A,N/A,N/A,N/A,1603
6/10/2020,Cecil,Calvert Manor Healthcare Center,28,101,N/A,N/A,N/A,N/A,1604
6/10/2020,Charles,Genesis La Plata,8,0,N/A,N/A,N/A,N/A,1605
6/10/2020,Charles,Restore Health Rehabilitation Center,6,10,N/A,N/A,N/A,N/A,1606
6/10/2020,Charles,The Charleston Senior Community,10,34,N/A,N/A,N/A,N/A,1607
6/10/2020,Dorchester,Chesapeake Woods Center,6,5,N/A,N/A,N/A,N/A,1608
6/10/2020,Dorchester,Signature Healthcare at Mallard Bay,2,0,N/A,N/A,N/A,N/A,1609
6/10/2020,Frederick,Ballenger Creek - Genesis Healthcare,53,89,N/A,N/A,N/A,N/A,1610
6/10/2020,Frederick,Buckingham's Choice,3,0,N/A,N/A,N/A,N/A,1611
6/10/2020,Frederick,Country Meadows of Frederick,22,30,N/A,N/A,N/A,N/A,1612
6/10/2020,Frederick,Frederick Health and Rehabilitation Center,1,0,N/A,N/A,N/A,N/A,1613
6/10/2020,Frederick,HeartFields Assisted Living at Frederick,18,10,N/A,N/A,N/A,N/A,1614
6/10/2020,Frederick,Homewood at Frederick,47,43,N/A,N/A,N/A,N/A,1615
6/10/2020,Frederick,Northampton Manor Nursing and Rehabilitation Center,25,76,N/A,N/A,N/A,N/A,1616
6/10/2020,Frederick,Somerford House Frederick,8,3,N/A,N/A,N/A,N/A,1617
6/10/2020,Garrett,Dennett Road Manor,3,4,N/A,N/A,N/A,N/A,1618
6/10/2020,Howard,Arbor Terrace Fulton,12,16,N/A,N/A,N/A,N/A,1619
6/10/2020,Howard,Ellicott City Healthcare Center,35,110,N/A,N/A,N/A,N/A,1620
6/10/2020,Howard,HeartLands Senior Living Village at Ellicott City,1,2,N/A,N/A,N/A,N/A,1621
6/10/2020,Howard,Howard County Detention Center,N/A,N/A,3,0,N/A,N/A,1622
6/10/2020,Howard,Lorien Columbia,8,26,N/A,N/A,N/A,N/A,1623
6/10/2020,Howard,Lutheran Village at Miller's Grant,7,3,N/A,N/A,N/A,N/A,1624
6/10/2020,Howard,Morningside House of Ellicott City,9,19,N/A,N/A,N/A,N/A,1625
6/10/2020,Howard,Residences at Vantage Point,21,6,N/A,N/A,N/A,N/A,1626
6/10/2020,Howard,Shangri-La Assisted Living,7,10,N/A,N/A,N/A,N/A,1627
6/10/2020,Howard,Somerford Place Columbia,7,22,N/A,N/A,N/A,N/A,1628
6/10/2020,Howard,Sunrise of Columbia,10,17,N/A,N/A,N/A,N/A,1629
6/10/2020,Kent,Heron Point of Chestertown,1,0,N/A,N/A,N/A,N/A,1630
6/10/2020,Kent,The Resort at Chester Manor,12,38,N/A,N/A,N/A,N/A,1631
6/10/2020,Montgomery,Alfred House One,0,2,N/A,N/A,N/A,N/A,1632
6/10/2020,Montgomery,Arcola Health and Rehabilitation Center,15,25,N/A,N/A,N/A,N/A,1633
6/10/2020,Montgomery,Aspenwood Senior Living Community,2,4,N/A,N/A,N/A,N/A,1634
6/10/2020,Montgomery,Autumn Lake Healthcare at Oakview,20,67,N/A,N/A,N/A,N/A,1635
6/10/2020,Montgomery,Bethesda Health and Rehab,35,71,N/A,N/A,N/A,N/A,1636
6/10/2020,Montgomery,Brighton Gardens at Friendship Heights,0,2,N/A,N/A,N/A,N/A,1637
6/10/2020,Montgomery,Brighton Gardens of Tuckerman Lane,27,25,N/A,N/A,N/A,N/A,1638
6/10/2020,Montgomery,Brightview Fallsgrove-Rockville Senior Assisted Living and Memory Care,10,3,N/A,N/A,N/A,N/A,1639
6/10/2020,Montgomery,Brightview West End - Brightview Senior Living,5,4,N/A,N/A,N/A,N/A,1640
6/10/2020,Montgomery,Brookdale Potomac Assisted Living,8,18,N/A,N/A,N/A,N/A,1641
6/10/2020,Montgomery,Brookeville House,2,3,N/A,N/A,N/A,N/A,1642
6/10/2020,Montgomery,"Cadia Healthcare of Springbrook, MD",20,20,N/A,N/A,N/A,N/A,1643
6/10/2020,Montgomery,Cadia Healthcare Wheaton,15,43,N/A,N/A,N/A,N/A,1644
6/10/2020,Montgomery,Collingswood Rehabilitation and Healthcare Center,44,112,N/A,N/A,N/A,N/A,1645
6/10/2020,Montgomery,Fairland Center,12,5,N/A,N/A,N/A,N/A,1646
6/10/2020,Montgomery,Fox Chase Rehabilitation & Nursing,9,7,N/A,N/A,N/A,N/A,1647
6/10/2020,Montgomery,Friends House Retirement Community,15,18,N/A,N/A,N/A,N/A,1648
6/10/2020,Montgomery,Hebrew Home of Greater Washington,57,78,N/A,N/A,N/A,N/A,1649
6/10/2020,Montgomery,Ingleside at King Farm,4,0,N/A,N/A,N/A,N/A,1650
6/10/2020,Montgomery,JK House of Grace,7,14,N/A,N/A,N/A,N/A,1651
6/10/2020,Montgomery,Kensington Healthcare Center,27,53,N/A,N/A,N/A,N/A,1652
6/10/2020,Montgomery,Kensington Park,30,29,N/A,N/A,N/A,N/A,1653
6/10/2020,Montgomery,Kindley Assisted Living at Asbury Methodist Village,6,2,N/A,N/A,N/A,N/A,1654
6/10/2020,Montgomery,Layhill Center,3,19,N/A,N/A,N/A,N/A,1655
